Entity,Code,Year,Renewables (% sub energy)
Czechia,CZE,1996,1.252
Czechia,CZE,1997,1.266
Czechia,CZE,1998,1.18
Czechia,CZE,1999,1.467
Czechia,CZE,2000,1.336
Czechia,CZE,2001,1.465
Czechia,CZE,2002,1.689
Czechia,CZE,2003,0.998
Czechia,CZE,2004,1.345
Czechia,CZE,2005,1.586
Czechia,CZE,2006,1.782
Czechia,CZE,2007,1.73
Czechia,CZE,2008,1.931
Czechia,CZE,2009,2.5
Czechia,CZE,2010,3.009
Czechia,CZE,2011,3.819
Czechia,CZE,2012,4.251
Czechia,CZE,2013,4.951
Czechia,CZE,2014,4.91
Czechia,CZE,2015,5.103
Czechia,CZE,2016,5.136
Czechia,CZE,2017,5.004
Czechia,CZE,2018,4.873
Czechia,CZE,2019,5.183
Denmark,DNK,1965,0.042
Denmark,DNK,1966,0.038
Denmark,DNK,1967,0.037
Denmark,DNK,1968,0.029
Denmark,DNK,1969,0.027
Denmark,DNK,1970,0.027
Denmark,DNK,1971,0.029
Denmark,DNK,1972,0.028
Denmark,DNK,1973,0.028
Denmark,DNK,1974,0.031
Denmark,DNK,1975,0.028
Denmark,DNK,1976,0.023
Denmark,DNK,1977,0.031
Denmark,DNK,1978,0.035
Denmark,DNK,1979,0.041
Denmark,DNK,1980,0.053
Denmark,DNK,1981,0.061
Denmark,DNK,1982,0.068
Denmark,DNK,1983,0.137
Denmark,DNK,1984,0.139
Denmark,DNK,1985,0.149
Denmark,DNK,1986,0.256
Denmark,DNK,1987,0.342
Denmark,DNK,1988,0.529
Denmark,DNK,1989,0.82
Denmark,DNK,1990,1.168
Denmark,DNK,1991,1.338
Denmark,DNK,1992,1.868
Denmark,DNK,1993,2.154
Denmark,DNK,1994,1.955
Denmark,DNK,1995,2.119
Denmark,DNK,1996,1.996
Denmark,DNK,1997,3.103
Denmark,DNK,1998,4.315
Denmark,DNK,1999,4.966
Denmark,DNK,2000,6.581
Denmark,DNK,2001,6.843
Denmark,DNK,2002,7.92
Denmark,DNK,2003,8.694
Denmark,DNK,2004,10.781
Denmark,DNK,2005,11.447
Denmark,DNK,2006,9.678
Denmark,DNK,2007,11.368
Denmark,DNK,2008,11.504
Denmark,DNK,2009,12.123
Denmark,DNK,2010,14.173
Denmark,DNK,2011,17.035
Denmark,DNK,2012,19.16
Denmark,DNK,2013,19.62
Denmark,DNK,2014,22.746
Denmark,DNK,2015,24.696
Denmark,DNK,2016,23.695
Denmark,DNK,2017,27.821
Denmark,DNK,2018,26.718
Denmark,DNK,2019,30.163
Ecuador,ECU,1965,8.031
Ecuador,ECU,1966,8.737
Ecuador,ECU,1967,8.897
Ecuador,ECU,1968,7.866
Ecuador,ECU,1969,8.218
Ecuador,ECU,1970,7.653
Ecuador,ECU,1971,7.567
Ecuador,ECU,1972,7.323
Ecuador,ECU,1973,6.685
Ecuador,ECU,1974,6.583
Ecuador,ECU,1975,8.172
Ecuador,ECU,1976,7.146
Ecuador,ECU,1977,5.537
Ecuador,ECU,1978,7.514
Ecuador,ECU,1979,6.463
Ecuador,ECU,1980,6.265
Ecuador,ECU,1981,5.042
Ecuador,ECU,1982,5.273
Ecuador,ECU,1983,10.386
Ecuador,ECU,1984,17.612
Ecuador,ECU,1985,15.085
Ecuador,ECU,1986,17.637
Ecuador,ECU,1987,19.516
Ecuador,ECU,1988,17.825
Ecuador,ECU,1989,17.743
Ecuador,ECU,1990,17.296
Ecuador,ECU,1991,15.928
Ecuador,ECU,1992,15.685
Ecuador,ECU,1993,17.699
Ecuador,ECU,1994,18.395
Ecuador,ECU,1995,15.268
Ecuador,ECU,1996,16.503
Ecuador,ECU,1997,15.247
Ecuador,ECU,1998,15.102
Ecuador,ECU,1999,18.301
Ecuador,ECU,2000,20.577
Ecuador,ECU,2001,18.726
Ecuador,ECU,2002,20.078
Ecuador,ECU,2003,18.726
Ecuador,ECU,2004,17.804
Ecuador,ECU,2005,15.73
Ecuador,ECU,2006,15.394
Ecuador,ECU,2007,18.55
Ecuador,ECU,2008,21.545
Ecuador,ECU,2009,17.949
Ecuador,ECU,2010,15.077
Ecuador,ECU,2011,18.204
Ecuador,ECU,2012,18.82
Ecuador,ECU,2013,16.452
Ecuador,ECU,2014,16.333
Ecuador,ECU,2015,18.607
Ecuador,ECU,2016,22.434
Ecuador,ECU,2017,27.008
Ecuador,ECU,2018,26.149
Ecuador,ECU,2019,30.387
Egypt,EGY,1965,5.267
Egypt,EGY,1966,5.274
Egypt,EGY,1967,6.643
Egypt,EGY,1968,9.41
Egypt,EGY,1969,15.256
Egypt,EGY,1970,14.378
Egypt,EGY,1971,15.061
Egypt,EGY,1972,13.872
Egypt,EGY,1973,14.659
Egypt,EGY,1974,15.295
Egypt,EGY,1975,15.331
Egypt,EGY,1976,15.121
Egypt,EGY,1977,15.751
Egypt,EGY,1978,16.363
Egypt,EGY,1979,14.476
Egypt,EGY,1980,12.95
Egypt,EGY,1981,11.857
Egypt,EGY,1982,10.91
Egypt,EGY,1983,9.406
Egypt,EGY,1984,8.482
Egypt,EGY,1985,7.766
Egypt,EGY,1986,7.438
Egypt,EGY,1987,7.099
Egypt,EGY,1988,6.782
Egypt,EGY,1989,6.899
Egypt,EGY,1990,7.005
Egypt,EGY,1991,6.89
Egypt,EGY,1992,6.818
Egypt,EGY,1993,6.948
Egypt,EGY,1994,7.245
Egypt,EGY,1995,7.134
Egypt,EGY,1996,6.947
Egypt,EGY,1997,6.835
Egypt,EGY,1998,6.75
Egypt,EGY,1999,7.006
Egypt,EGY,2000,7.005
Egypt,EGY,2001,6.762
Egypt,EGY,2002,6.442
Egypt,EGY,2003,5.619
Egypt,EGY,2004,5.379
Egypt,EGY,2005,5.024
Egypt,EGY,2006,4.842
Egypt,EGY,2007,5.05
Egypt,EGY,2008,5.073
Egypt,EGY,2009,4.482
Egypt,EGY,2010,4.114
Egypt,EGY,2011,4.122
Egypt,EGY,2012,3.935
Egypt,EGY,2013,3.932
Egypt,EGY,2014,3.897
Egypt,EGY,2015,4.004
Egypt,EGY,2016,3.906
Egypt,EGY,2017,3.707
Egypt,EGY,2018,3.861
Egypt,EGY,2019,4.556
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.028
Estonia,EST,1996,0.022
Estonia,EST,1997,0.036
Estonia,EST,1998,0.058
Estonia,EST,1999,0.084
Estonia,EST,2000,0.093
Estonia,EST,2001,0.089
Estonia,EST,2002,0.169
Estonia,EST,2003,0.203
Estonia,EST,2004,0.259
Estonia,EST,2005,0.47
Estonia,EST,2006,0.56
Estonia,EST,2007,0.57
Estonia,EST,2008,0.791
Estonia,EST,2009,2.408
Estonia,EST,2010,3.824
Estonia,EST,2011,4.165
Estonia,EST,2012,5.118
Estonia,EST,2013,4.071
Estonia,EST,2014,4.659
Estonia,EST,2015,5.512
Estonia,EST,2016,5.436
Estonia,EST,2017,7.853
Estonia,EST,2018,5.771
Estonia,EST,2019,7.296
Europe,,1965,6.861
Europe,,1966,7.173
Europe,,1967,6.973
Europe,,1968,6.78
Europe,,1969,6.231
Europe,,1970,6.143
Europe,,1971,6.042
Europe,,1972,5.996
Europe,,1973,5.761
Europe,,1974,6.313
Europe,,1975,6.513
Europe,,1976,5.707
Europe,,1977,6.777
Europe,,1978,6.523
Europe,,1979,6.614
Europe,,1980,6.597
Europe,,1981,6.853
Europe,,1982,6.912
Europe,,1983,7.052
Europe,,1984,6.951
Europe,,1985,6.027
Europe,,1986,5.756
Europe,,1987,6.132
Europe,,1988,6.503
Europe,,1989,5.701
Europe,,1990,5.807
Europe,,1991,6.021
Europe,,1992,6.418
Europe,,1993,6.83
Europe,,1994,7.087
Europe,,1995,7.087
Europe,,1996,6.721
Europe,,1997,7.075
Europe,,1998,7.402
Europe,,1999,7.546
Europe,,2000,7.836
Europe,,2001,7.718
Europe,,2002,7.346
Europe,,2003,6.978
Europe,,2004,7.567
Europe,,2005,7.799
Europe,,2006,7.908
Europe,,2007,8.398
Europe,,2008,9.122
Europe,,2009,10.031
Europe,,2010,10.81
Europe,,2011,10.884
Europe,,2012,12.266
Europe,,2013,13.273
Europe,,2014,14.032
Europe,,2015,14.612
Europe,,2016,14.654
Europe,,2017,14.609
Europe,,2018,15.657
Europe,,2019,16.491
Finland,FIN,1965,22.846
Finland,FIN,1966,22.266
Finland,FIN,1967,23.723
Finland,FIN,1968,19.666
Finland,FIN,1969,14.871
Finland,FIN,1970,14.698
Finland,FIN,1971,16.066
Finland,FIN,1972,14.797
Finland,FIN,1973,13.676
Finland,FIN,1974,17.157
Finland,FIN,1975,16.222
Finland,FIN,1976,11.846
Finland,FIN,1977,14.424
Finland,FIN,1978,11.157
Finland,FIN,1979,11.46
Finland,FIN,1980,10.815
Finland,FIN,1981,14.372
Finland,FIN,1982,13.954
Finland,FIN,1983,14.629
Finland,FIN,1984,13.688
Finland,FIN,1985,12.132
Finland,FIN,1986,12.047
Finland,FIN,1987,12.746
Finland,FIN,1988,12.424
Finland,FIN,1989,12.059
Finland,FIN,1990,13.914
Finland,FIN,1991,15.494
Finland,FIN,1992,17.179
Finland,FIN,1993,16.449
Finland,FIN,1994,14.681
Finland,FIN,1995,16.499
Finland,FIN,1996,14.281
Finland,FIN,1997,15.816
Finland,FIN,1998,18.722
Finland,FIN,1999,16.559
Finland,FIN,2000,18.144
Finland,FIN,2001,16.243
Finland,FIN,2002,14.71
Finland,FIN,2003,13.09
Finland,FIN,2004,17.682
Finland,FIN,2005,17.579
Finland,FIN,2006,15.702
Finland,FIN,2007,16.985
Finland,FIN,2008,20.252
Finland,FIN,2009,17.222
Finland,FIN,2010,17.453
Finland,FIN,2011,18.786
Finland,FIN,2012,22.666
Finland,FIN,2013,20.228
Finland,FIN,2014,22.241
Finland,FIN,2015,25.632
Finland,FIN,2016,23.812
Finland,FIN,2017,25.597
Finland,FIN,2018,25.598
Finland,FIN,2019,26.148
France,FRA,1965,10.008
France,FRA,1966,10.971
France,FRA,1967,9.003
France,FRA,1968,9.528
France,FRA,1969,9.092
France,FRA,1970,8.998
France,FRA,1971,7.485
France,FRA,1972,7.014
France,FRA,1973,6.316
France,FRA,1974,7.555
France,FRA,1975,8.542
France,FRA,1976,6.499
France,FRA,1977,10.01
France,FRA,1978,8.599
France,FRA,1979,8.128
France,FRA,1980,8.61
France,FRA,1981,9.037
France,FRA,1982,9.184
France,FRA,1983,8.83
France,FRA,1984,8.104
France,FRA,1985,7.473
France,FRA,1986,7.36
France,FRA,1987,8.144
France,FRA,1988,8.709
France,FRA,1989,5.301
France,FRA,1990,5.894
France,FRA,1991,5.935
France,FRA,1992,7.017
France,FRA,1993,6.612
France,FRA,1994,8.136
France,FRA,1995,7.43
France,FRA,1996,6.534
France,FRA,1997,6.459
France,FRA,1998,6.138
France,FRA,1999,7.014
France,FRA,2000,6.401
France,FRA,2001,7.028
France,FRA,2002,5.852
France,FRA,2003,5.644
France,FRA,2004,5.651
France,FRA,2005,5.077
France,FRA,2006,5.655
France,FRA,2007,6.304
France,FRA,2008,7.27
France,FRA,2009,7.34
France,FRA,2010,7.824
France,FRA,2011,6.826
France,FRA,2012,8.576
France,FRA,2013,9.718
France,FRA,2014,9.715
France,FRA,2015,9.403
France,FRA,2016,10.243
France,FRA,2017,9.657
France,FRA,2018,11.256
France,FRA,2019,11.733
Germany,DEU,1965,1.518
Germany,DEU,1966,1.638
Germany,DEU,1967,1.559
Germany,DEU,1968,1.482
Germany,DEU,1969,1.115
Germany,DEU,1970,1.421
Germany,DEU,1971,1.103
Germany,DEU,1972,1.049
Germany,DEU,1973,1.135
Germany,DEU,1974,1.328
Germany,DEU,1975,1.344
Germany,DEU,1976,1.047
Germany,DEU,1977,1.307
Germany,DEU,1978,1.319
Germany,DEU,1979,1.259
Germany,DEU,1980,1.381
Germany,DEU,1981,1.472
Germany,DEU,1982,1.513
Germany,DEU,1983,1.403
Germany,DEU,1984,1.345
Germany,DEU,1985,1.237
Germany,DEU,1986,1.32
Germany,DEU,1987,1.415
Germany,DEU,1988,1.406
Germany,DEU,1989,1.309
Germany,DEU,1990,1.252
Germany,DEU,1991,1.187
Germany,DEU,1992,1.424
Germany,DEU,1993,1.481
Germany,DEU,1994,1.628
Germany,DEU,1995,1.768
Germany,DEU,1996,1.573
Germany,DEU,1997,1.688
Germany,DEU,1998,1.883
Germany,DEU,1999,2.132
Germany,DEU,2000,2.802
Germany,DEU,2001,2.753
Germany,DEU,2002,3.279
Germany,DEU,2003,3.318
Germany,DEU,2004,4.121
Germany,DEU,2005,4.782
Germany,DEU,2006,5.544
Germany,DEU,2007,7.022
Germany,DEU,2008,7.137
Germany,DEU,2009,7.705
Germany,DEU,2010,8.044
Germany,DEU,2011,9.675
Germany,DEU,2012,10.901
Germany,DEU,2013,11.048
Germany,DEU,2014,12.221
Germany,DEU,2015,13.671
Germany,DEU,2016,13.436
Germany,DEU,2017,14.958
Germany,DEU,2018,15.853
Germany,DEU,2019,17.485
Greece,GRC,1965,2.816
Greece,GRC,1966,5.566
Greece,GRC,1967,4.849
Greece,GRC,1968,3.843
Greece,GRC,1969,5.47
Greece,GRC,1970,6.318
Greece,GRC,1971,5.332
Greece,GRC,1972,4.796
Greece,GRC,1973,3.459
Greece,GRC,1974,3.736
Greece,GRC,1975,2.828
Greece,GRC,1976,2.386
Greece,GRC,1977,2.354
Greece,GRC,1978,3.599
Greece,GRC,1979,4.894
Greece,GRC,1980,4.717
Greece,GRC,1981,4.831
Greece,GRC,1982,4.982
Greece,GRC,1983,3.252
Greece,GRC,1984,3.811
Greece,GRC,1985,3.535
Greece,GRC,1986,4.07
Greece,GRC,1987,3.198
Greece,GRC,1988,2.577
Greece,GRC,1989,1.908
Greece,GRC,1990,1.688
Greece,GRC,1991,2.933
Greece,GRC,1992,2.061
Greece,GRC,1993,2.138
Greece,GRC,1994,2.378
Greece,GRC,1995,3.102
Greece,GRC,1996,3.715
Greece,GRC,1997,3.232
Greece,GRC,1998,2.942
Greece,GRC,1999,3.698
Greece,GRC,2000,3.056
Greece,GRC,2001,2.127
Greece,GRC,2002,2.568
Greece,GRC,2003,3.998
Greece,GRC,2004,3.983
Greece,GRC,2005,4.261
Greece,GRC,2006,4.911
Greece,GRC,2007,2.864
Greece,GRC,2008,3.694
Greece,GRC,2009,5.402
Greece,GRC,2010,7.252
Greece,GRC,2011,5.725
Greece,GRC,2012,7.498
Greece,GRC,2013,11.128
Greece,GRC,2014,9.972
Greece,GRC,2015,12.008
Greece,GRC,2016,12.17
Greece,GRC,2017,10.642
Greece,GRC,2018,12.443
Greece,GRC,2019,12.112
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001
Hong Kong,HKG,2007,0.001
Hong Kong,HKG,2008,0.001
Hong Kong,HKG,2009,0.001
Hong Kong,HKG,2010,0.076
Hong Kong,HKG,2011,0.063
Hong Kong,HKG,2012,0.074
Hong Kong,HKG,2013,0.074
Hong Kong,HKG,2014,0.084
Hong Kong,HKG,2015,0.08
Hong Kong,HKG,2016,0.077
Hong Kong,HKG,2017,0.076
Hong Kong,HKG,2018,0.069
Hong Kong,HKG,2019,0.08
Hungary,HUN,1965,0.113
Hungary,HUN,1966,0.148
Hungary,HUN,1967,0.127
Hungary,HUN,1968,0.133
Hungary,HUN,1969,0.133
Hungary,HUN,1970,0.114
Hungary,HUN,1971,0.121
Hungary,HUN,1972,0.134
Hungary,HUN,1973,0.114
Hungary,HUN,1974,0.088
Hungary,HUN,1975,0.168
Hungary,HUN,1976,0.159
Hungary,HUN,1977,0.137
Hungary,HUN,1978,0.118
Hungary,HUN,1979,0.126
Hungary,HUN,1980,0.097
Hungary,HUN,1981,0.146
Hungary,HUN,1982,0.138
Hungary,HUN,1983,0.137
Hungary,HUN,1984,0.156
Hungary,HUN,1985,0.129
Hungary,HUN,1986,0.129
Hungary,HUN,1987,0.136
Hungary,HUN,1988,0.139
Hungary,HUN,1989,0.133
Hungary,HUN,1990,0.167
Hungary,HUN,1991,0.199
Hungary,HUN,1992,0.198
Hungary,HUN,1993,0.201
Hungary,HUN,1994,0.2
Hungary,HUN,1995,0.211
Hungary,HUN,1996,0.243
Hungary,HUN,1997,0.262
Hungary,HUN,1998,0.207
Hungary,HUN,1999,0.236
Hungary,HUN,2000,0.241
Hungary,HUN,2001,0.246
Hungary,HUN,2002,0.229
Hungary,HUN,2003,0.321
Hungary,HUN,2004,0.881
Hungary,HUN,2005,1.637
Hungary,HUN,2006,1.318
Hungary,HUN,2007,1.676
Hungary,HUN,2008,2.116
Hungary,HUN,2009,2.817
Hungary,HUN,2010,2.855
Hungary,HUN,2011,2.563
Hungary,HUN,2012,2.683
Hungary,HUN,2013,2.955
Hungary,HUN,2014,3.311
Hungary,HUN,2015,3.212
Hungary,HUN,2016,3.169
Hungary,HUN,2017,3.208
Hungary,HUN,2018,3.404
Hungary,HUN,2019,4.017
Iceland,ISL,1965,23.831
Iceland,ISL,1966,22.105
Iceland,ISL,1967,23.785
Iceland,ISL,1968,23.237
Iceland,ISL,1969,29.315
Iceland,ISL,1970,40.186
Iceland,ISL,1971,40.203
Iceland,ISL,1972,41.097
Iceland,ISL,1973,43.535
Iceland,ISL,1974,45.894
Iceland,ISL,1975,47.011
Iceland,ISL,1976,48.465
Iceland,ISL,1977,49.052
Iceland,ISL,1978,48.594
Iceland,ISL,1979,50.933
Iceland,ISL,1980,54.423
Iceland,ISL,1981,55.27
Iceland,ISL,1982,60.023
Iceland,ISL,1983,61.32
Iceland,ISL,1984,60.607
Iceland,ISL,1985,60.024
Iceland,ISL,1986,60.715
Iceland,ISL,1987,60.199
Iceland,ISL,1988,60.681
Iceland,ISL,1989,59.397
Iceland,ISL,1990,58.891
Iceland,ISL,1991,60.115
Iceland,ISL,1992,59.552
Iceland,ISL,1993,59.615
Iceland,ISL,1994,59.611
Iceland,ISL,1995,60.16
Iceland,ISL,1996,58.376
Iceland,ISL,1997,60.845
Iceland,ISL,1998,63.259
Iceland,ISL,1999,66.128
Iceland,ISL,2000,66.581
Iceland,ISL,2001,68.461
Iceland,ISL,2002,68.57
Iceland,ISL,2003,68.49
Iceland,ISL,2004,67.693
Iceland,ISL,2005,67.457
Iceland,ISL,2006,69.839
Iceland,ISL,2007,73.328
Iceland,ISL,2008,80.334
Iceland,ISL,2009,81.746
Iceland,ISL,2010,82.334
Iceland,ISL,2011,82.545
Iceland,ISL,2012,82.835
Iceland,ISL,2013,82.367
Iceland,ISL,2014,82.011
Iceland,ISL,2015,81.019
Iceland,ISL,2016,79.078
Iceland,ISL,2017,77.943
Iceland,ISL,2018,77.4
Iceland,ISL,2019,79.08
India,IND,1965,8.643
India,IND,1966,8.758
India,IND,1967,9.507
India,IND,1968,10.267
India,IND,1969,10.283
India,IND,1970,11.151
India,IND,1971,11.763
India,IND,1972,10.844
India,IND,1973,11.316
India,IND,1974,10.271
India,IND,1975,11.421
India,IND,1976,11.392
India,IND,1977,11.753
India,IND,1978,14.048
India,IND,1979,12.826
India,IND,1980,12.743
India,IND,1981,12.261
India,IND,1982,10.437
India,IND,1983,9.558
India,IND,1984,10.001
India,IND,1985,9.14
India,IND,1986,8.662
India,IND,1987,7.582
India,IND,1988,7.771
India,IND,1989,8.257
India,IND,1990,8.07
India,IND,1991,8.534
India,IND,1992,7.693
India,IND,1993,7.592
India,IND,1994,8.193
India,IND,1995,7.261
India,IND,1996,6.408
India,IND,1997,6.198
India,IND,1998,6.965
India,IND,1999,6.733
India,IND,2000,6.024
India,IND,2001,5.653
India,IND,2002,5.129
India,IND,2003,5.033
India,IND,2004,6.817
India,IND,2005,6.293
India,IND,2006,7.06
India,IND,2007,7.171
India,IND,2008,6.611
India,IND,2009,5.898
India,IND,2010,5.937
India,IND,2011,6.795
India,IND,2012,6.111
India,IND,2013,6.652
India,IND,2014,6.652
India,IND,2015,6.295
India,IND,2016,6.292
India,IND,2017,6.764
India,IND,2018,7.066
India,IND,2019,7.781
Indonesia,IDN,1965,6.022
Indonesia,IDN,1966,7.898
Indonesia,IDN,1967,8.981
Indonesia,IDN,1968,10.412
Indonesia,IDN,1969,9.643
Indonesia,IDN,1970,10.946
Indonesia,IDN,1971,3.768
Indonesia,IDN,1972,3.176
Indonesia,IDN,1973,3.554
Indonesia,IDN,1974,3.674
Indonesia,IDN,1975,3.146
Indonesia,IDN,1976,1.756
Indonesia,IDN,1977,2.209
Indonesia,IDN,1978,1.424
Indonesia,IDN,1979,1.387
Indonesia,IDN,1980,1.174
Indonesia,IDN,1981,1.077
Indonesia,IDN,1982,1.153
Indonesia,IDN,1983,1.634
Indonesia,IDN,1984,1.647
Indonesia,IDN,1985,1.894
Indonesia,IDN,1986,2.751
Indonesia,IDN,1987,2.677
Indonesia,IDN,1988,2.786
Indonesia,IDN,1989,3.141
Indonesia,IDN,1990,3.46
Indonesia,IDN,1991,3.542
Indonesia,IDN,1992,4.093
Indonesia,IDN,1993,3.604
Indonesia,IDN,1994,3.237
Indonesia,IDN,1995,3.33
Indonesia,IDN,1996,3.318
Indonesia,IDN,1997,2.352
Indonesia,IDN,1998,3.802
Indonesia,IDN,1999,3.655
Indonesia,IDN,2000,3.494
Indonesia,IDN,2001,3.897
Indonesia,IDN,2002,3.39
Indonesia,IDN,2003,2.978
Indonesia,IDN,2004,3.155
Indonesia,IDN,2005,3.247
Indonesia,IDN,2006,2.99
Indonesia,IDN,2007,3.139
Indonesia,IDN,2008,3.421
Indonesia,IDN,2009,3.515
Indonesia,IDN,2010,4.105
Indonesia,IDN,2011,3.133
Indonesia,IDN,2012,3.155
Indonesia,IDN,2013,3.674
Indonesia,IDN,2014,4.128
Indonesia,IDN,2015,3.506
Indonesia,IDN,2016,5.034
Indonesia,IDN,2017,4.888
Indonesia,IDN,2018,4.915
Indonesia,IDN,2019,6.09
Iran,IRN,1965,4.814
Iran,IRN,1966,4.753
Iran,IRN,1967,4.657
Iran,IRN,1968,4.561
Iran,IRN,1969,4.479
Iran,IRN,1970,4.096
Iran,IRN,1971,4.023
Iran,IRN,1972,4.668
Iran,IRN,1973,3.307
Iran,IRN,1974,3.218
Iran,IRN,1975,2.903
Iran,IRN,1976,2.889
Iran,IRN,1977,2.634
Iran,IRN,1978,4.222
Iran,IRN,1979,3.392
Iran,IRN,1980,3.803
Iran,IRN,1981,4.144
Iran,IRN,1982,3.853
Iran,IRN,1983,3.176
Iran,IRN,1984,2.748
Iran,IRN,1985,2.538
Iran,IRN,1986,3.24
Iran,IRN,1987,3.35
Iran,IRN,1988,3.345
Iran,IRN,1989,2.496
Iran,IRN,1990,2.432
Iran,IRN,1991,1.702
Iran,IRN,1992,2.545
Iran,IRN,1993,3.156
Iran,IRN,1994,1.84
Iran,IRN,1995,2.096
Iran,IRN,1996,2.053
Iran,IRN,1997,1.338
Iran,IRN,1998,1.631
Iran,IRN,1999,1.057
Iran,IRN,2000,0.742
Iran,IRN,2001,0.76
Iran,IRN,2002,1.344
Iran,IRN,2003,1.563
Iran,IRN,2004,1.764
Iran,IRN,2005,1.981
Iran,IRN,2006,2.313
Iran,IRN,2007,2.086
Iran,IRN,2008,0.842
Iran,IRN,2009,0.737
Iran,IRN,2010,1.1
Iran,IRN,2011,1.091
Iran,IRN,2012,1.254
Iran,IRN,2013,1.39
Iran,IRN,2014,1.314
Iran,IRN,2015,1.204
Iran,IRN,2016,1.318
Iran,IRN,2017,1.405
Iran,IRN,2018,0.899
Iran,IRN,2019,2.132
Iraq,IRQ,1965,0.965
Iraq,IRQ,1966,1.135
Iraq,IRQ,1967,1.283
Iraq,IRQ,1968,1.45
Iraq,IRQ,1969,1.364
Iraq,IRQ,1970,1.311
Iraq,IRQ,1971,1.388
Iraq,IRQ,1972,1.171
Iraq,IRQ,1973,1.739
Iraq,IRQ,1974,2.434
Iraq,IRQ,1975,2.551
Iraq,IRQ,1976,1.988
Iraq,IRQ,1977,2.378
Iraq,IRQ,1978,3.091
Iraq,IRQ,1979,3.591
Iraq,IRQ,1980,2.017
Iraq,IRQ,1981,1.794
Iraq,IRQ,1982,1.69
Iraq,IRQ,1983,1.527
Iraq,IRQ,1984,1.415
Iraq,IRQ,1985,1.197
Iraq,IRQ,1986,1.061
Iraq,IRQ,1987,3.83
Iraq,IRQ,1988,3.285
Iraq,IRQ,1989,2.932
Iraq,IRQ,1990,5.661
Iraq,IRQ,1991,3.885
Iraq,IRQ,1992,6.005
Iraq,IRQ,1993,5.225
Iraq,IRQ,1994,4.628
Iraq,IRQ,1995,5.37
Iraq,IRQ,1996,4.718
Iraq,IRQ,1997,4.101
Iraq,IRQ,1998,5.481
Iraq,IRQ,1999,4.194
Iraq,IRQ,2000,2.958
Iraq,IRQ,2001,3.025
Iraq,IRQ,2002,3.918
Iraq,IRQ,2003,4.387
Iraq,IRQ,2004,4.938
Iraq,IRQ,2005,4.356
Iraq,IRQ,2006,4.322
Iraq,IRQ,2007,3.705
Iraq,IRQ,2008,2.28
Iraq,IRQ,2009,1.959
Iraq,IRQ,2010,2.335
Iraq,IRQ,2011,2.065
Iraq,IRQ,2012,2.496
Iraq,IRQ,2013,2.439
Iraq,IRQ,2014,1.574
Iraq,IRQ,2015,1.412
Iraq,IRQ,2016,1.6
Iraq,IRQ,2017,1.051
Iraq,IRQ,2018,0.837
Iraq,IRQ,2019,1.015
Ireland,IRL,1965,3.877
Ireland,IRL,1966,3.117
Ireland,IRL,1967,2.718
Ireland,IRL,1968,2.228
Ireland,IRL,1969,1.682
Ireland,IRL,1970,2.946
Ireland,IRL,1971,1.643
Ireland,IRL,1972,2.296
Ireland,IRL,1973,2.036
Ireland,IRL,1974,2.475
Ireland,IRL,1975,1.75
Ireland,IRL,1976,1.944
Ireland,IRL,1977,2.289
Ireland,IRL,1978,2.062
Ireland,IRL,1979,2.213
Ireland,IRL,1980,2.32
Ireland,IRL,1981,2.443
Ireland,IRL,1982,2.295
Ireland,IRL,1983,2.261
Ireland,IRL,1984,2.012
Ireland,IRL,1985,2.34
Ireland,IRL,1986,2.378
Ireland,IRL,1987,1.755
Ireland,IRL,1988,2.243
Ireland,IRL,1989,1.741
Ireland,IRL,1990,1.656
Ireland,IRL,1991,1.711
Ireland,IRL,1992,1.873
Ireland,IRL,1993,1.739
Ireland,IRL,1994,2.014
Ireland,IRL,1995,1.533
Ireland,IRL,1996,1.517
